"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12","[HTTP][Postgres] Filter by account id. Completed purchase operation","tests.suites.http","Sat Apr 18 12:22:48 UTC 2026","passed","Sat Apr 18 12:22:48 UTC 2026","TestOperationsHTTP","test_operations","",""
"","30","[gRPC][Postgres] Filter by card id. In progress purchase operation","tests.suites.grpc","Sat Apr 18 12:22:46 UTC 2026","passed","Sat Apr 18 12:22:46 UTC 2026","TestOperationsGRPC","test_operations","",""
"","558","[gRPC][Kafka] Operation events. In progress purchase operation","tests.suites.grpc","Sat Apr 18 12:22:45 UTC 2026","passed","Sat Apr 18 12:22:46 UTC 2026","TestOperationsGRPC","test_operations","",""
"","20","[gRPC] Get account details. User with active debit card account","tests.suites.grpc","Sat Apr 18 12:22:45 UTC 2026","passed","Sat Apr 18 12:22:45 UTC 2026","TestGatewayGRPC","test_gateway","",""
"","36","[HTTP] Get account details. User with active debit card account","tests.suites.http","Sat Apr 18 12:22:46 UTC 2026","passed","Sat Apr 18 12:22:46 UTC 2026","TestGatewayHTTP","test_gateway","",""
"","555","[HTTP][Kafka] Operation events. In progress purchase operation","tests.suites.http","Sat Apr 18 12:22:46 UTC 2026","passed","Sat Apr 18 12:22:47 UTC 2026","TestOperationsHTTP","test_operations","",""
"","72","[HTTP] Get user details. User with active credit card account","tests.suites.http","Sat Apr 18 12:22:46 UTC 2026","passed","Sat Apr 18 12:22:46 UTC 2026","TestGatewayHTTP","test_gateway","",""
"","514","[gRPC][Kafka] Operation events. Completed purchase operation","tests.suites.grpc","Sat Apr 18 12:22:46 UTC 2026","passed","Sat Apr 18 12:22:46 UTC 2026","TestOperationsGRPC","test_operations","",""
"","21","[gRPC] Get user details. User with active credit card account","tests.suites.grpc","Sat Apr 18 12:22:45 UTC 2026","passed","Sat Apr 18 12:22:45 UTC 2026","TestGatewayGRPC","test_gateway","",""
"","16","[HTTP][Postgres] Filter by card id. In progress purchase operation","tests.suites.http","Sat Apr 18 12:22:48 UTC 2026","passed","Sat Apr 18 12:22:48 UTC 2026","TestOperationsHTTP","test_operations","",""
"","10","[gRPC][Postgres] Filter by account id. Completed purchase operation","tests.suites.grpc","Sat Apr 18 12:22:46 UTC 2026","passed","Sat Apr 18 12:22:46 UTC 2026","TestOperationsGRPC","test_operations","",""
"","552","[HTTP][Kafka] Operation events. Completed purchase operation","tests.suites.http","Sat Apr 18 12:22:47 UTC 2026","passed","Sat Apr 18 12:22:48 UTC 2026","TestOperationsHTTP","test_operations","",""
